"Arv";"Latitude";"Longitude";"Rua";"Nº da casa";"Bairro";"Espécie";"Copa raio (m)";"Altura (m)";"Distância entre árvores (m)"
5866;578647,3980450;9116293,9715700;"Monsenhor João Kerlher";"1448";"AABB";"Ficus Benjamin";1,73;4,32;25,0
5867;578644,8058690;9116286,7769700;"Monsenhor João Kerlher";"1448";"AABB";"Ficus Benjamin";1,56;5,19;4,7
5868;578575,8342950;9116061,2983100;"Monsenhor João Kerlher";;"AABB";"Ficus Benjamin";1,10;3,46;236,3
5869;578575,4813350;9116059,1923100;"Monsenhor João Kerlher";;"AABB";"Ficus Benjamin";1,54;3,46;6,2
5870;578574,6556070;9116056,6642200;"Monsenhor João Kerlher";;"AABB";"Ficus Benjamin";1,45;3,46;6,2
5871;578574,0194710;9116054,0501200;"Monsenhor João Kerlher";;"AABB";"Ficus Benjamin";1,63;3,46;6,2
5872;578573,2765070;9116051,0219600;"Monsenhor João Kerlher";;"AABB";"Sombreiro";2,40;3,63;6,2
5873;578572,6899190;9116048,4609400;"Monsenhor João Kerlher";"473";"AABB";"Oiti";2,69;5,70;4,7
5874;578572,0754210;9116046,3335700;"Monsenhor João Kerlher";"473";"AABB";"Ficus Benjamin";1,31;3,80;7,0
5875;578571,7584170;9116044,3629600;"Monsenhor João Kerlher";"473";"AABB";"Ficus Benjamin";1,78;3,97;7,0
5876;578571,3908240;9116042,2355500;"Monsenhor João Kerlher";"473";"AABB";"Ficus Benjamin";1,38;3,63;7,0
5877;578570,7307780;9116043,6591900;"Monsenhor João Kerlher";"473";"AABB";"Ficus Benjamin";0,89;2,94;7,0
5878;578539,4545020;9115928,8599100;"Monsenhor João Kerlher";"820";"AABB";"Ficus Benjamin";2,09;4,32;191,9
5879;578537,6153670;9115922,5811800;"Monsenhor João Kerlher";"820";"AABB";"Ficus Benjamin";2,57;6,65;7,8
5880;578497,5400090;9115795,9475400;"Monsenhor João Kerlher";;"AABB";"Catingueira";2,65;4,32;152,9
5881;578491,7464170;9115779,5408900;"Monsenhor João Kerlher";;"AABB";"Acácia";3,27;6,92;25,0
5882;578513,1063170;9115938,8550100;"Monsenhor João Kerlher";"400";"AABB";"Acácia";1,83;3,46;490,0
5883;578514,8919500;9115947,8721000;"Monsenhor João Kerlher";"400";"AABB";"Acácia";1,50;3,46;5,0
5884;578522,0483260;9115982,1476400;"Monsenhor João Kerlher";;"AABB";"Acácia";1,02;3,46;52,0
5885;578523,7153170;9115992,4393500;"Monsenhor João Kerlher";;"AABB";"Acácia";0,80;3,46;6,0
5886;578530,4510050;9116025,0672700;"Monsenhor João Kerlher";"457";"AABB";"Ficus Benjamin";1,97;5,19;73,0
5887;578531,6329190;9116031,8343600;"Monsenhor João Kerlher";"457";"AABB";"Ficus Benjamin";1,42;3,80;8,0
5888;578532,6508740;9116037,7678100;"Monsenhor João Kerlher";"457";"AABB";"Ficus Benjamin";0,89;2,77;7,0
5889;578533,8386970;9116043,7901300;"Monsenhor João Kerlher";"457";"AABB";"Ficus Benjamin";1,63;4,84;7,0
5890;578534,9576110;9116050,2147200;"Monsenhor João Kerlher";"457";"AABB";"Ficus Benjamin";2,13;5,88;12,0
5891;578642,3541280;9116395,1417200;"Monsenhor João Kerlher";"1495";"AABB";"Palmeira Imperial";2,58;10,00;541,0
5892;578644,3673590;9116400,5338600;"Monsenhor João Kerlher";"1495";"AABB";"Palmeira Imperial";2,45;8,50;4,0
5893;578646,9426350;9116407,2057700;"Monsenhor João Kerlher";"1495";"AABB";"Mororó";2,52;5,19;11,0
5894;578650,6562280;9116417,0775400;"Monsenhor João Kerlher";"1495";"AABB";"Mororó";2,39;5,20;13,0
5895;578653,9358560;9116425,3419900;"Monsenhor João Kerlher";"1515";"AABB";"Nim Indiano";0,10;1,73;6,0
5896;578657,3138970;9116434,1651600;"Monsenhor João Kerlher";"1515";"AABB";"Nim Indiano";1,96;5,36;9,0
5897;578659,1068160;9116439,7246200;"Monsenhor João Kerlher";"1515";"AABB";"Nim Indiano";1,59;5,36;6,0
5898;578660,8719020;9116444,6413800;"Monsenhor João Kerlher";"1515";"AABB";"Nim Indiano";2,09;5,36;7,0
5899;578662,7260780;9116449,3142900;"Monsenhor João Kerlher";"1515";"AABB";"Nim Indiano";0,73;3,46;6,0
5900;578665,0611230;9116453,9387500;"Monsenhor João Kerlher";"1515";"AABB";"Nim Indiano";2,53;6,92;7,0
5901;578685,3498920;9116505,5244900;"Monsenhor João Kerlher";"1557";"AABB";"Ficus Benjamin";1,67;4,32;99,0
5902;578703,8504760;9116554,5369500;"Monsenhor João Kerlher";"1591";"AABB";"Ficus Benjamin";1,64;5,00;79,0
5903;578706,4533760;9116560,9884900;"Monsenhor João Kerlher";"1591";"AABB";"Ficus Benjamin";1,60;4,84;7,0
5904;578711,8733350;9116577,1243200;"Monsenhor João Kerlher";"1649";"AABB";"Ficus Benjamin";1,46;4,32;42,0
5905;578714,1727880;9116583,0964500;"Monsenhor João Kerlher";"1649";"AABB";"Ficus Benjamin";1,42;4,23;8,0
5906;578716,2286520;9116589,8344100;"Monsenhor João Kerlher";"1649";"AABB";"Ficus Benjamin";1,42;4,23;9,0
5907;578718,1924660;9116594,7133600;"Monsenhor João Kerlher";"1649";"AABB";"Ficus Benjamin";1,30;4,23;9,0
5908;578720,2094710;9116600,5669100;"Monsenhor João Kerlher";"1649";"AABB";"Ficus Benjamin";1,20;3,46;8,0
5909;578721,8982400;9116606,3924500;"Monsenhor João Kerlher";"1649";"AABB";"Ficus Benjamin";1,09;3,63;10,0
5910;578724,4177430;9116614,2669000;"Monsenhor João Kerlher";"1649";"AABB";"Ficus Benjamin";1,09;3,46;9,0
5911;578747,4903210;9116787,8734500;"Monsenhor João Kerlher";"1199";"AABB";"Ficus Benjamin";0,89;3,98;263,0
5912;578749,8838190;9116794,3685400;"Monsenhor João Kerlher";"1199";"AABB";"Ficus Benjamin";0,61;3,98;5,0
5913;578752,3627430;9116800,3586800;"Monsenhor João Kerlher";"1211";"AABB";"Ficus Benjamin";2,68;6,92;19,0
5914;578815,9859190;9116968,5591600;"Monsenhor João Kerlher";"2481";"AABB";"Ficus Benjamin";1,99;4,49;309,0
5915;578817,3316020;9116971,4416200;"Monsenhor João Kerlher";"2481";"AABB";"Ficus Benjamin";2,16;5,19;9,0
5916;578822,3902360;9116985,2340200;"Monsenhor João Kerlher";"2501";"AABB";"Ficus Benjamin";2,08;7,09;20,0
5917;578823,7197380;9116988,8194800;"Monsenhor João Kerlher";"2501";"AABB";"Ficus Benjamin";2,50;9,17;63,0
5918;578824,7833760;9116991,8779300;"Monsenhor João Kerlher";"2507";"AABB";"Ficus Benjamin";2,80;8,65;11,0
5919;578826,8334660;9116996,7572500;"Monsenhor João Kerlher";"2513";"AABB";"Ficus Benjamin";1,41;3,98;8,0
5920;578830,9069730;9117007,5831500;"Monsenhor João Kerlher";"2525";"AABB";"Mangueira";3,10;10,38;20,0
5921;578832,8142900;9117013,4907900;"Monsenhor João Kerlher";"2531";"AABB";"Ficus Benjamin";2,57;7,26;12,0
5922;578851,4138240;9117063,7217400;"Monsenhor João Kerlher";"533";"AABB";"Cola";2,76;5,19;66,0
5923;578853,7419590;9117070,1418300;"Monsenhor João Kerlher";"533";"AABB";"Ficus Benjamin";1,09;5,19;10,0
5924;578855,6887470;9117076,3242800;"Monsenhor João Kerlher";"533";"AABB";"Ficus Benjamin";3,69;10,38;10,0
5925;578866,4251900;9117106,0975700;"Monsenhor João Kerlher";"2639";"AABB";"Ficus Benjamin";0,63;4,49;55,0
5926;578871,1623710;9117119,0422900;"Monsenhor João Kerlher";"2651";"AABB";"Nim Indiano";0,94;3,81;15,0
5927;578871,8714620;9117121,8962900;"Monsenhor João Kerlher";"2651";"AABB";"Ficus Benjamin";0,93;3,46;5,0
5928;578875,0896470;9117130,0227100;"Monsenhor João Kerlher";"2671";"AABB";"Ficus Benjamin";3,36;6,92;22,0
5929;578881,0891450;9117146,5775600;"Monsenhor João Kerlher";"2685";"AABB";"Ficus Benjamin";2,51;5,19;22,0
5930;578883,1905570;9117152,4544700;"Monsenhor João Kerlher";"2691";"AABB";"Ficus Benjamin";2,28;5,53;9,0
5931;578928,1769780;9117351,3557400;"Monsenhor João Kerlher";"2691";"AABB";"Ficus Benjamin";2,19;4,84;292,0
5932;578934,5850230;9117397,2937600;"Monsenhor João Kerlher";"2917";"AABB";"Ficus Benjamin";2,09;5,19;48,0
5933;578936,1737520;9117405,9756100;"Monsenhor João Kerlher";"2917";"AABB";"Ficus Benjamin";1,86;5,19;7,0
5934;578937,2532950;9117413,5634200;"Monsenhor João Kerlher";"2921";"AABB";"Ficus Benjamin";1,65;5,36;8,0
5935;578486,7954570;9117207,8416500;"Monsenhor Pinto de Campos";0;"São Cristovão";"Ficus benjamim";1,83;3,71;1,6
5936;578478,1573010;9117213,4162300;"Monsenhor Pinto de Campos";0;"São Cristovão";"Ficus benjamim";1,83;3,71;6,2
5937;578473,3923730;9117216,9019500;"Monsenhor Pinto de Campos";0;"São Cristovão";"Ficus benjamim";1,83;3,71;4,7
5938;578461,6598180;9117224,1214400;"Monsenhor Pinto de Campos";0;"São Cristovão";"Ficus benjamim";1,83;3,71;15,6
5939;578442,5129620;9117232,8236600;"Monsenhor Pinto de Campos";771;"São Cristovão";"Ficus benjamim";1,85;4,00;0,0
5940;578438,4252740;9117235,4303900;"Monsenhor Pinto de Campos";765;"São Cristovão";"Ficus benjamim";3,00;5,00;0,0
5941;578433,9348410;9117237,6167300;"Monsenhor Pinto de Campos";770;"São Cristovão";"Ficus benjamim";2,45;5,00;0,0
5942;578402,1566010;9117253,7475000;"Monsenhor Pinto de Campos";723;"São Cristovão";"Nim indiano";0,04;2,80;0,0
5943;578397,7716130;9117256,1013700;"Monsenhor Pinto de Campos";723;"São Cristovão";"Nim indiano";1,83;3,71;34,3
5944;578394,9731180;9117257,9090200;"Monsenhor Pinto de Campos";717;"São Cristovão";"Ficus benjamim";1,90;2,00;0,0
5945;578392,3527920;9117259,3359200;"Monsenhor Pinto de Campos";717;"São Cristovão";"Ficus benjamim";2,90;4,00;0,0
5946;578370,9252140;9117269,7266100;"Monsenhor Pinto de Campos";693;"São Cristovão";"Ficus benjamim";2,35;5,50;0,0
5947;578367,1535140;9117271,7522600;"Monsenhor Pinto de Campos";689;"São Cristovão";"Ficus benjamim";2,75;5,00;0,0
5948;578362,9105870;9117273,7241000;"Monsenhor Pinto de Campos";685;"São Cristovão";"Ficus benjamim";1,83;3,71;12,5
5949;578317,5082980;9117293,3804900;"Monsenhor Pinto de Campos";631;"São Cristovão";"Ficus benjamim";0,50;2,50;0,0
5950;578307,1869480;9117295,5275500;"Monsenhor Pinto de Campos";621;"São Cristovão";"Ficus benjamim";0,60;2,40;0,0
5951;578302,9303580;9117296,5301100;"Monsenhor Pinto de Campos";613;"São Cristovão";"Nim indiano";3,00;3,20;0,0
5952;578296,2878520;9117298,3063100;"Monsenhor Pinto de Campos";609;"São Cristovão";"Ficus benjamim";1,83;3,10;0,0
5953;578290,3590200;9117299,5589800;"Monsenhor Pinto de Campos";605;"São Cristovão";"Ficus benjamim";2,50;1,80;0,0
5954;578284,7107310;9117300,6719600;"Monsenhor Pinto de Campos";603;"São Cristovão";"Ficus benjamim";1,85;3,50;0,0
5955;578281,6967190;9117301,6666800;"Monsenhor Pinto de Campos";603;"São Cristovão";"Nim indiano";0,90;2,80;0,0
5956;578277,6623810;9117302,6954600;"Monsenhor Pinto de Campos";587;"São Cristovão";"Ficus benjamim";1,95;3,80;0,0
5957;578256,9383580;9117307,8571500;"Monsenhor Pinto de Campos";575;"São Cristovão";"Ficus benjamim";3,35;3,80;0,0
5958;578250,4368030;9117309,2559200;"Monsenhor Pinto de Campos";565;"São Cristovão";"Ficus benjamim";0,04;3,50;0,0
5959;578245,1093810;9117310,6353300;"Monsenhor Pinto de Campos";565;"São Cristovão";"Ficus benjamim";1,83;3,71;5,5
5960;578188,7640320;9117330,0273400;"Monsenhor Pinto de Campos";481;"São Cristovão";"Ficus benjamim";0,90;2,50;0,0
5961;578181,5791530;9117331,9305700;"Monsenhor Pinto de Campos";475;"São Cristovão";"Ficus benjamim";4,00;5,50;0,0
5962;578174,4747190;9117333,5185500;"Monsenhor Pinto de Campos";471;"São Cristovão";"Ficus benjamim";1,50;3,50;0,0
5963;578167,7214190;9117335,9415700;"Monsenhor Pinto de Campos";463;"São Cristovão";"Acácia";2,50;3,80;0,0
5964;578163,8371790;9117336,5447000;"Monsenhor Pinto de Campos";469;"São Cristovão";"Ficus benjamim";1,70;4,00;0,0
5965;578153,8656590;9117339,8554900;"Monsenhor Pinto de Campos";449;"São Cristovão";"Nim indiano";1,10;3,00;0,0
5966;578140,7520690;9117343,3996300;"Monsenhor Pinto de Campos";425;"São Cristovão";"Ficus benjamim";2,15;4,10;0,0
5967;578134,1674160;9117345,1161900;"Monsenhor Pinto de Campos";405;"São Cristovão";"Ficus benjamim";3,15;3,60;0,0
5968;578131,0245000;9117346,2495700;"Monsenhor Pinto de Campos";399;"São Cristovão";"Ficus benjamim";1,70;3,00;0,0
5969;578069,8385400;9117363,1449800;"Monsenhor Pinto de Campos";353;"São Cristovão";"Ficus benjamim";1,83;3,71;54,6
5970;578065,1941070;9117364,4643300;"Monsenhor Pinto de Campos";349;"São Cristovão";"Ficus benjamim";1,83;3,71;7,0
5971;578010,6095520;9117379,1998800;"Monsenhor Pinto de Campos";297;"São Cristovão";"Ficus benjamim";0,80;6,00;0,0
5972;577999,9385400;9117382,2057900;"Monsenhor Pinto de Campos";289;"São Cristovão";"Ficus benjamim";1,20;2,80;0,0
5973;577994,3421790;9117383,9862900;"Monsenhor Pinto de Campos";285;"São Cristovão";"Ficus benjamim";1,50;4,00;0,0
5974;577990,2607190;9117384,7410600;"Monsenhor Pinto de Campos";279;"São Cristovão";"Ficus benjamim";1,90;3,50;0,0
5975;577983,1325630;9117386,7362700;"Monsenhor Pinto de Campos";0;"São Cristovão";"Nim indiano";3,00;5,50;0,0
5976;577979,6943210;9117387,4791200;"Monsenhor Pinto de Campos";0;"São Cristovão";"Nim indiano";1,05;3,80;0,0
5977;577975,8512600;9117388,6592500;"Monsenhor Pinto de Campos";0;"São Cristovão";"Ficus benjamim";0,04;2,50;0,0
5978;577972,0430550;9117389,8401100;"Monsenhor Pinto de Campos";0;"São Cristovão";"Acácia";1,75;4,50;0,0
5979;577943,6320230;9117399,2348600;"Monsenhor Pinto de Campos";0;"São Cristovão";"cacia";1,83;3,71;7,8
5980;577938,4682740;9117400,8905600;"Monsenhor Pinto de Campos";0;"São Cristovão";"Ficus benjamim";1,83;3,71;17,9
5981;577933,6436010;9117402,6651200;"Monsenhor Pinto de Campos";0;"São Cristovão";"Ficus benjamim";1,83;3,71;5,5
5982;577927,8579620;9117404,3180500;"Monsenhor Pinto de Campos";219;"São Cristovão";"Ficus benjamim";2,70;5,00;0,0
5983;577917,2594800;9117408,0967700;"Monsenhor Pinto de Campos";203;"São Cristovão";"Ficus benjamim";1,75;5,00;0,0
5984;577830,8419160;9117435,5494800;"Monsenhor Pinto de Campos";647;"São Cristovão";"Ficus benjamim";1,70;4,50;0,0
5985;577825,2262660;9117437,3532700;"Monsenhor Pinto de Campos";647;"São Cristovão";"Pachira";2,65;6,00;0,0
5986;577809,4578290;9117442,2144600;"Monsenhor Pinto de Campos";67;"São Cristovão";"Acácia";1,25;3,50;0,0
5987;577803,1532860;9117444,0310100;"Monsenhor Pinto de Campos";61;"São Cristovão";"Ficus benjamim";1,90;4,50;0,0
5988;577798,7848610;9117445,4543700;"Monsenhor Pinto de Campos";61;"São Cristovão";"Nim indiano";0,75;3,20;0,0
5989;577779,7629850;9117451,5246000;"Monsenhor Pinto de Campos";59;"São Cristovão";"Ficus benjamim";0,04;3,20;0,0
5990;577775,4139970;9117452,5820300;"Monsenhor Pinto de Campos";59;"São Cristovão";"Ficus benjamim";4,00;5,50;0,0
5991;577754,7378180;9117459,1364700;"Monsenhor Pinto de Campos";55;"São Cristovão";"Ficus benjamim";1,85;4,50;0,0
5992;577746,9001680;9117461,7402300;"Monsenhor Pinto de Campos";45;"São Cristovão";"Ficus benjamim";1,85;4,00;0,0
5993;577721,0622630;9117469,9818900;"Monsenhor Pinto de Campos";31;"São Cristovão";"Ficus benjamim";2,25;5,00;0,0
5994;577704,3011790;9117481,3332900;"Monsenhor Pinto de Campos";302;"São Cristovão";"Ficus benjamim";1,15;4,50;0,0
5995;577698,8597830;9117486,5411900;"Monsenhor Pinto de Campos";302;"São Cristovão";"Ficus benjamim";1,85;3,00;0,0
5996;577683,7845320;9117500,7422800;"Monsenhor Pinto de Campos";302;"São Cristovão";"Ficus benjamim";1,83;3,71;9,4
5997;577645,8136850;9117530,9652000;"Monsenhor Pinto de Campos";111;"São Cristovão";"Ficus benjamim";1,83;3,71;95,2
5998;577642,3420350;9117533,8320500;"Monsenhor Pinto de Campos";111;"São Cristovão";"Ficus benjamim";1,83;3,71;4,7
5999;577619,9991530;9117554,7560500;"Monsenhor Pinto de Campos";85;"São Cristovão";"Ficus benjamim";1,83;3,71;49,1
6000;577616,5422510;9117547,5605200;"Monsenhor Pinto de Campos";0;"São Cristovão";"Ficus benjamim";1,83;3,71;5,5
6001;577625,0950350;9117539,4786600;"Monsenhor Pinto de Campos";0;"São Cristovão";"Ficus benjamim";1,83;3,71;14,8
6002;577630,5096010;9117534,2850100;"Monsenhor Pinto de Campos";0;"São Cristovão";"Ficus benjamim";1,83;3,71;7,8
6003;577634,5919620;9117530,9146500;"Monsenhor Pinto de Campos";0;"São Cristovão";"Ficus benjamim";1,83;3,71;5,5
6004;577716,2504940;9117459,6156400;"Monsenhor Pinto de Campos";10;"São Cristovão";"Ficus benjamim";4,00;5,00;0,0
6005;577718,2600490;9117458,6474200;"Monsenhor Pinto de Campos";10;"São Cristovão";"Ficus benjamim";0,85;2,30;0,0
6006;577720,5506040;9117457,9278100;"Monsenhor Pinto de Campos";10;"São Cristovão";"Ficus benjamim";2,00;3,60;0,0
6007;577724,4737600;9117456,8913400;"Monsenhor Pinto de Campos";20;"São Cristovão";"Ficus benjamim";0,75;3,50;0,0
6008;577731,6159770;9117454,6624800;"Monsenhor Pinto de Campos";26;"São Cristovão";"Ficus benjamim";1,40;3,50;0,0
6009;577751,9673990;9117448,3639800;"Monsenhor Pinto de Campos";46;"São Cristovão";"Ficus benjamim";2,90;6,00;0,0
6010;577757,3838930;9117446,4926300;"Monsenhor Pinto de Campos";54;"São Cristovão";"Ficus benjamim";1,15;3,00;0,0
6011;577764,3466270;9117444,4443600;"Monsenhor Pinto de Campos";60;"São Cristovão";"Ficus benjamim";0,80;2,50;0,0
6012;577777,9501210;9117443,6543500;"Monsenhor Pinto de Campos";72;"São Cristovão";"Ficus benjamim";3,20;5,00;0,0
6013;577779,9482660;9117439,4499300;"Monsenhor Pinto de Campos";72;"São Cristovão";"Ficus benjamim";1,10;4,40;0,0
6014;577782,2985430;9117439,1439500;"Monsenhor Pinto de Campos";76;"São Cristovão";"Ficus benjamim";1,25;5,50;0,0
6015;577785,7901710;9117437,5470700;"Monsenhor Pinto de Campos";80;"São Cristovão";"Acácia";0,90;2,80;0,0
6016;577794,6214480;9117435,1493100;"Monsenhor Pinto de Campos";0;"São Cristovão";"Nim indiano";1,83;3,71;15,6
6017;577806,1623500;9117431,4640200;"Monsenhor Pinto de Campos";0;"São Cristovão";"Nim indiano";1,83;3,71;3,9
6018;577855,0026160;9117416,0898900;"Monsenhor Pinto de Campos";152;"São Cristovão";"Esponja";4,65;6,50;0,0
6019;577894,5758210;9117403,9250000;"Monsenhor Pinto de Campos";194;"São Cristovão";"Castanhola";3,40;3,20;0,0
6020;577902,6574600;9117401,3125500;"Monsenhor Pinto de Campos";202;"São Cristovão";"Nim indiano";3,25;6,00;0,0
6021;577912,4728320;9117398,2384900;"Monsenhor Pinto de Campos";214;"São Cristovão";"Ficus benjamim";0,95;4,20;0,0
6022;577957,4069280;9117384,6274800;"Monsenhor Pinto de Campos";258;"São Cristovão";"Nim indiano";1,60;5,50;0,0
6023;577980,9166760;9117378,0272100;"Monsenhor Pinto de Campos";280;"São Cristovão";"Castanhola";4,10;6,00;0,0
6024;577997,1750150;9117373,2279600;"Monsenhor Pinto de Campos";302;"São Cristovão";"Ficus benjamim";1,83;3,71;23,4
6025;578001,6764220;9117371,7387300;"Monsenhor Pinto de Campos";302;"São Cristovão";"Ficus benjamim";1,83;3,71;3,9
6026;578009,5455780;9117369,5171800;"Monsenhor Pinto de Campos";314;"São Cristovão";"Ficus benjamim";3,25;5,50;0,0
6027;578012,6708590;9117368,5483900;"Monsenhor Pinto de Campos";314;"São Cristovão";"Ficus benjamim";1,83;3,71;3,1
6028;578016,3839160;9117367,5668000;"Monsenhor Pinto de Campos";320;"São Cristovão";"Ficus benjamim";3,00;4,00;0,0
6029;578023,6953500;9117365,7286700;"Monsenhor Pinto de Campos";326;"São Cristovão";"Ficus benjamim";1,20;3,00;0,0
6030;578030,8755550;9117363,8467700;"Monsenhor Pinto de Campos";332;"São Cristovão";"Pau-Brasil";1,20;2,60;0,0
6031;578052,6107230;9117357,1225500;"Monsenhor Pinto de Campos";350;"São Cristovão";"Ficus benjamim";2,25;3,50;0,0
6032;578057,1884450;9117356,2742400;"Monsenhor Pinto de Campos";350;"São Cristovão";"Ficus benjamim";1,85;4,20;0,0
6033;578078,9173700;9117350,0457200;"Monsenhor Pinto de Campos";378;"São Cristovão";"Ficus benjamim";1,70;4,50;0,0
6034;578094,0662280;9117345,4397300;"Monsenhor Pinto de Campos";386;"São Cristovão";"Ficus benjamim";3,00;4,20;0,0
6035;578117,9080120;9117338,9877500;"Monsenhor Pinto de Campos";410;"São Cristovão";"Nim indiano";0,65;2,60;0,0
6036;578136,8370950;9117333,4856100;"Monsenhor Pinto de Campos";438;"São Cristovão";"Ficus benjamim";1,50;2,80;0,0
6037;578141,9547340;9117331,0911200;"Monsenhor Pinto de Campos";444;"São Cristovão";"Ficus benjamim";1,40;3,80;0,0
6038;578147,2885170;9117329,3174700;"Monsenhor Pinto de Campos";456;"São Cristovão";"Ficus benjamim";0,04;2,80;0,0
6039;578162,3203120;9117323,9031900;"Monsenhor Pinto de Campos";470;"São Cristovão";"Ficus benjamim";3,50;4,80;0,0
6040;578176,1246130;9117318,9128100;"Monsenhor Pinto de Campos";472;"São Cristovão";"Ficus benjamim";1,83;3,71;13,3
6041;578244,7777080;9117294,3529100;"Monsenhor Pinto de Campos";570;"São Cristovão";"Ficus benjamim";1,83;3,71;78,8
6042;578257,9630350;9117291,9176700;"Monsenhor Pinto de Campos";584;"São Cristovão";"Ficus benjamim";1,83;3,71;20,3
6043;578266,7631910;9117290,1089800;"Monsenhor Pinto de Campos";588;"São Cristovão";"Ficus benjamim";1,83;3,71;10,1
6044;578276,1917340;9117288,3022100;"Monsenhor Pinto de Campos";600;"São Cristovão";"Ficus benjamim";1,83;3,71;18,7
6045;578283,0204340;9117287,4026100;"Monsenhor Pinto de Campos";604;"São Cristovão";"Ficus benjamim";1,83;3,71;7,0
6046;578291,0028900;9117285,7837400;"Monsenhor Pinto de Campos";610;"São Cristovão";"Ficus benjamim";1,83;3,71;10,9
6047;578298,7193500;9117284,1095500;"Monsenhor Pinto de Campos";634;"São Cristovão";"Ficus benjamim";1,83;3,71;19,5
6048;578318,4471910;9117280,9033800;"Monsenhor Pinto de Campos";634;"São Cristovão";"Ficus benjamim";1,83;3,71;8,6
6049;578330,4559970;9117276,5623800;"Monsenhor Pinto de Campos";650;"São Cristovão";"Ficus benjamim";1,83;3,71;11,7
6050;578337,8639970;9117272,6542500;"Monsenhor Pinto de Campos";660;"São Cristovão";"Ficus benjamim";1,83;3,71;9,4
6051;578342,7147770;9117270,5005600;"Monsenhor Pinto de Campos";660;"São Cristovão";"Ficus benjamim";1,83;3,71;4,7
6052;578347,9266700;9117267,6841000;"Monsenhor Pinto de Campos";660;"São Cristovão";"Ficus benjamim";1,83;3,71;7,8
6053;578368,0593240;9117257,4452000;"Monsenhor Pinto de Campos";692;"São Cristovão";"Ficus benjamim";1,83;3,71;37,4
6054;578408,9262400;9117238,8708600;"Monsenhor Pinto de Campos";746;"São Cristovão";"Ficus benjamim";1,83;3,71;48,4
6055;578454,9418290;9117216,6603700;"Monsenhor Pinto de Campos";799;"São Cristovão";"cacia";1,83;3,71;49,1
6056;578458,9910350;9117213,6887400;"Monsenhor Pinto de Campos";766;"São Cristovão";"Ficus benjamim";1,83;3,71;7,0
6057;578463,1318790;9117211,1336800;"Monsenhor Pinto de Campos";770;"São Cristovão";"Ficus benjamim";1,83;3,71;6,2
6058;578465,0135660;9117209,5666600;"Monsenhor Pinto de Campos";770;"São Cristovão";"Ficus benjamim";1,83;3,71;3,1
6059;578473,1981940;9117204,0724300;"Monsenhor Pinto de Campos";0;"São Cristovão";"Ficus benjamim";1,83;3,71;17,2
6060;578477,3706990;9117201,2742100;"Monsenhor Pinto de Campos";0;"São Cristovão";"Ficus benjamim";1,83;3,71;3,9
6061;578914,7269380;9117154,2051200;"Padre Luiz Kerlher";302;"AABB";"Ficus Benjamin";0,63;2,35;26,6
6062;578931,7675870;9117149,7397000;"Padre Luiz Kerlher";310;"AABB";"Ficus Benjamin";2,05;4,17;18,2
6063;579015,1294890;9117128,4062800;"Padre Luiz Kerlher";400;"AABB";"Ficus Benjamin";1,85;4,23;91,7
6064;579076,2603950;9117113,4546400;"Padre Luiz Kerlher";394;"AABB";"Ficus Benjamin";2,48;5,88;67,9
6065;579084,2579110;9117111,1813600;"Padre Luiz Kerlher";398;"AABB";"Ficus Benjamin";1,24;3,97;8,4
6066;579147,6163210;9117094,6951700;"Padre Luiz Kerlher";458;"AABB";"Paquira Aqußtica";1,39;5,80;65,8
6067;579163,4947070;9117091,4446000;"Padre Luiz Kerlher";464;"AABB";"Nim Indiano";3,47;5,19;9,1
6068;579201,6921930;9117080,6169300;"Padre Luiz Kerlher";484;"AABB";"Ficus Benjamin";3,56;5,19;39,2
6069;579221,8053400;9117075,1407000;"Padre Luiz Kerlher";500;"AABB";"Ficus Benjamin";2,13;3,20;20,3
6070;579235,9969730;9117071,6878500;"Padre Luiz Kerlher";508;"AABB";"Ficus Benjamin";1,67;3,96;16,8
6071;579254,8072660;9117066,9834100;"Padre Luiz Kerlher";522;"AABB";"Ficus Benjamin";0,75;3,11;19,6
6072;579299,5179730;9117056,1743400;"Padre Luiz Kerlher";568;"AABB";"Ficus Benjamin";1,99;3,58;46,9
6073;579302,0282820;9117055,8242700;"Padre Luiz Kerlher";568;"AABB";"Ficus Benjamin";1,51;3,46;3,5
6074;579306,5806060;9117054,8205300;"Padre Luiz Kerlher";570;"AABB";"Ficus Benjamin";2,09;4,15;6,3
6075;579346,0541200;9117046,1039800;"Padre Luiz Kerlher";610;"AABB";"Ficus Benjamin";1,90;4,15;49,0
6076;579304,1076180;9117064,9127700;"Padre Luiz Kerlher";571;"AABB";"Ficus Benjamin";1,31;3,63;48,3
6077;579285,9302200;9117069,1203600;"Padre Luiz Kerlher";553;"AABB";"Ficus Benjamin";1,13;3,11;18,9
6078;579266,3063750;9117074,0328400;"Padre Luiz Kerlher";541;"AABB";"Ficus Benjamin";2,42;5,19;21,0
6079;579245,3243820;9117079,3479800;"Padre Luiz Kerlher";519;"AABB";"Ficus Benjamin";1,80;3,80;21,0
6080;579223,4818070;9117084,8814600;"Padre Luiz Kerlher";503;"AABB";"Ficus Benjamin";1,37;3,46;22,4
6081;579211,3377990;9117087,7593900;"Padre Luiz Kerlher";495;"AABB";"Ficus Benjamin";1,50;3,46;13,3
6082;579198,2129110;9117090,8858900;"Padre Luiz Kerlher";483;"AABB";"Ficus Benjamin";2,77;4,15;14,0
